Age,Weight(kg),Height(cm),Gender,BMI,BMI_Index,Basal_Metabolic_Rate(BMR)
46,111,168,Male,39.32823129,Obeise,2322
46,111,168,Male,39.32823129,Obeise,2660
46,111,168,Male,39.32823129,Obeise,2660
46,111,168,Male,39.32823129,Obeise,2660
46,111,168,Male,39.32823129,Obeise,2999
46,111,168,Male,39.32823129,Obeise,2999
46,111,168,Male,39.32823129,Obeise,2999
46,111,168,Male,39.32823129,Obeise,3337
46,111,168,Male,39.32823129,Obeise,3337
46,111,168,Male,39.32823129,Obeise,3337
46,111,168,Male,39.32823129,Obeise,3676
46,111,168,Male,39.32823129,Obeise,3676
46,111,168,Male,39.32823129,Obeise,3676
63,77,206,Female,18.14497125,Underweight,1581
63,77,206,Female,18.14497125,Underweight,1581
63,77,206,Female,18.14497125,Underweight,1581
63,77,206,Female,18.14497125,Underweight,1897
63,77,206,Female,18.14497125,Underweight,1897
63,77,206,Female,18.14497125,Underweight,1897
63,77,206,Female,18.14497125,Underweight,2174
63,77,206,Female,18.14497125,Underweight,2174
63,77,206,Female,18.14497125,Underweight,2174
63,77,206,Female,18.14497125,Underweight,2451
63,77,206,Female,18.14497125,Underweight,2451
63,77,206,Female,18.14497125,Underweight,2451
63,77,206,Female,18.14497125,Underweight,2728
63,77,206,Female,18.14497125,Underweight,2728
63,77,206,Female,18.14497125,Underweight,2728
63,77,206,Female,18.14497125,Underweight,3004
63,77,206,Female,18.14497125,Underweight,3004
63,77,206,Female,18.14497125,Underweight,3004
30,59,184,Male,17.42674858,Underweight,1595
30,59,184,Male,17.42674858,Underweight,1595
30,59,184,Male,17.42674858,Underweight,1595
30,59,184,Male,17.42674858,Underweight,1914
30,59,184,Male,17.42674858,Underweight,1914
30,59,184,Male,17.42674858,Underweight,1914
30,59,184,Male,17.42674858,Underweight,2193
30,59,184,Male,17.42674858,Underweight,2193
30,59,184,Male,17.42674858,Underweight,2193
30,59,184,Male,17.42674858,Underweight,2472
30,59,184,Male,17.42674858,Underweight,2472
30,59,184,Male,17.42674858,Underweight,2472
30,59,184,Male,17.42674858,Underweight,2751
30,59,184,Male,17.42674858,Underweight,2751
30,59,184,Male,17.42674858,Underweight,2751
30,59,184,Male,17.42674858,Underweight,3030
30,59,184,Male,17.42674858,Underweight,3030
30,59,184,Male,17.42674858,Underweight,3030
30,78,220,Female,16.11570248,Underweight,1844
30,78,220,Female,16.11570248,Underweight,1844
30,78,220,Female,16.11570248,Underweight,1844
30,78,220,Female,16.11570248,Underweight,2212
30,78,220,Female,16.11570248,Underweight,2212
30,78,220,Female,16.11570248,Underweight,2212
30,78,220,Female,16.11570248,Underweight,2535
30,78,220,Female,16.11570248,Underweight,2535
30,78,220,Female,16.11570248,Underweight,2535
30,78,220,Female,16.11570248,Underweight,2858
30,78,220,Female,16.11570248,Underweight,2858
30,78,220,Female,16.11570248,Underweight,2858
30,78,220,Female,16.11570248,Underweight,3180
30,78,220,Female,16.11570248,Underweight,3180
30,78,220,Female,16.11570248,Underweight,3180
30,78,220,Female,16.11570248,Underweight,3503
30,78,220,Female,16.11570248,Underweight,3503
30,78,220,Female,16.11570248,Underweight,3503
51,61,167,Male,21.87242282,Normal,1403
51,61,167,Male,21.87242282,Normal,1403
51,61,167,Male,21.87242282,Normal,1403
51,61,167,Male,21.87242282,Normal,1684
51,61,167,Male,21.87242282,Normal,1684
51,61,167,Male,21.87242282,Normal,1684
51,61,167,Male,21.87242282,Normal,1930
51,61,167,Male,21.87242282,Normal,1930
51,61,167,Male,21.87242282,Normal,1930
51,61,167,Male,21.87242282,Normal,2175
51,61,167,Male,21.87242282,Normal,2175
51,61,167,Male,21.87242282,Normal,2175
51,61,167,Male,21.87242282,Normal,2421
51,61,167,Male,21.87242282,Normal,2421
51,61,167,Male,21.87242282,Normal,2421
51,61,167,Male,21.87242282,Normal,2667
51,61,167,Male,21.87242282,Normal,2667
51,61,167,Male,21.87242282,Normal,2667
59,73,151,Female,32.01613964,Obeise,1217
59,73,151,Female,32.01613964,Obeise,1217
59,73,151,Female,32.01613964,Obeise,1217
59,73,151,Female,32.01613964,Obeise,1461
59,73,151,Female,32.01613964,Obeise,1461
59,73,151,Female,32.01613964,Obeise,1461
59,73,151,Female,32.01613964,Obeise,1674
59,73,151,Female,32.01613964,Obeise,1674
59,73,151,Female,32.01613964,Obeise,1674
59,73,151,Female,32.01613964,Obeise,1887
59,73,151,Female,32.01613964,Obeise,1887
59,73,151,Female,32.01613964,Obeise,1887
59,73,151,Female,32.01613964,Obeise,2100
59,73,151,Female,32.01613964,Obeise,2100
59,73,151,Female,32.01613964,Obeise,2100
59,73,151,Female,32.01613964,Obeise,2313
59,73,151,Female,32.01613964,Obeise,2313
59,73,151,Female,32.01613964,Obeise,2313
34,56,161,Male,21.60410478,Normal,1401
34,56,161,Male,21.60410478,Normal,1401
34,56,161,Male,21.60410478,Normal,1401
34,56,161,Male,21.60410478,Normal,1681
34,56,161,Male,21.60410478,Normal,1681
34,56,161,Male,21.60410478,Normal,1681
34,56,161,Male,21.60410478,Normal,1926
34,56,161,Male,21.60410478,Normal,1926
34,56,161,Male,21.60410478,Normal,1926
34,56,161,Male,21.60410478,Normal,2171
34,56,161,Male,21.60410478,Normal,2171
34,56,161,Male,21.60410478,Normal,2171
34,56,161,Male,21.60410478,Normal,2417
34,56,161,Male,21.60410478,Normal,2417
34,56,161,Male,21.60410478,Normal,2417
34,56,161,Male,21.60410478,Normal,2662
34,56,161,Male,21.60410478,Normal,2662
34,56,161,Male,21.60410478,Normal,2662
32,87,208,Female,20.10909763,Normal,1849
32,87,208,Female,20.10909763,Normal,1849
32,87,208,Female,20.10909763,Normal,1849
32,87,208,Female,20.10909763,Normal,2218
32,87,208,Female,20.10909763,Normal,2218
32,87,208,Female,20.10909763,Normal,2218
32,87,208,Female,20.10909763,Normal,2542
32,87,208,Female,20.10909763,Normal,2542
32,87,208,Female,20.10909763,Normal,2542
32,87,208,Female,20.10909763,Normal,2865
32,87,208,Female,20.10909763,Normal,2865
32,87,208,Female,20.10909763,Normal,2865
32,87,208,Female,20.10909763,Normal,3189
32,87,208,Female,20.10909763,Normal,3189
32,87,208,Female,20.10909763,Normal,3189
32,87,208,Female,20.10909763,Normal,3513
32,87,208,Female,20.10909763,Normal,3513
32,87,208,Female,20.10909763,Normal,3513
19,109,173,Male,36.41952621,Obeise,2081
19,109,173,Male,36.41952621,Obeise,2081
19,109,173,Male,36.41952621,Obeise,2081
19,109,173,Male,36.41952621,Obeise,2497
19,109,173,Male,36.41952621,Obeise,2497
19,109,173,Male,36.41952621,Obeise,2497
19,109,173,Male,36.41952621,Obeise,2861
19,109,173,Male,36.41952621,Obeise,2861
19,109,173,Male,36.41952621,Obeise,2861
19,109,173,Male,36.41952621,Obeise,3225
19,109,173,Male,36.41952621,Obeise,3225
19,109,173,Male,36.41952621,Obeise,3225
19,109,173,Male,36.41952621,Obeise,3590
19,109,173,Male,36.41952621,Obeise,3590
19,109,173,Male,36.41952621,Obeise,3590
19,109,173,Male,36.41952621,Obeise,3954
19,109,173,Male,36.41952621,Obeise,3954
19,109,173,Male,36.41952621,Obeise,3954
49,78,211,Female,17.51982211,Underweight,1692
49,78,211,Female,17.51982211,Underweight,1692
49,78,211,Female,17.51982211,Underweight,1692
49,78,211,Female,17.51982211,Underweight,2031
49,78,211,Female,17.51982211,Underweight,2031
49,78,211,Female,17.51982211,Underweight,2031
49,78,211,Female,17.51982211,Underweight,2327
49,78,211,Female,17.51982211,Underweight,2327
49,78,211,Female,17.51982211,Underweight,2327
49,78,211,Female,17.51982211,Underweight,2623
49,78,211,Female,17.51982211,Underweight,2623
49,78,211,Female,17.51982211,Underweight,2623
49,78,211,Female,17.51982211,Underweight,2919
49,78,211,Female,17.51982211,Underweight,2919
49,78,211,Female,17.51982211,Underweight,2919
49,78,211,Female,17.51982211,Underweight,3216
49,78,211,Female,17.51982211,Underweight,3216
49,78,211,Female,17.51982211,Underweight,3216
32,51,187,Male,14.58434614,Underweight,1523
32,51,187,Male,14.58434614,Underweight,1523
32,51,187,Male,14.58434614,Underweight,1523
32,51,187,Male,14.58434614,Underweight,1828
32,51,187,Male,14.58434614,Underweight,1828
32,51,187,Male,14.58434614,Underweight,1828
32,51,187,Male,14.58434614,Underweight,2095
32,51,187,Male,14.58434614,Underweight,2095
32,51,187,Male,14.58434614,Underweight,2095
32,51,187,Male,14.58434614,Underweight,2361
32,51,187,Male,14.58434614,Underweight,2361
32,51,187,Male,14.58434614,Underweight,2361
32,51,187,Male,14.58434614,Underweight,2628
32,51,187,Male,14.58434614,Underweight,2628
32,51,187,Male,14.58434614,Underweight,2628
32,51,187,Male,14.58434614,Underweight,2895
32,51,187,Male,14.58434614,Underweight,2895
32,51,187,Male,14.58434614,Underweight,2895
24,106,210,Female,24.03628118,Normal,2091
24,106,210,Female,24.03628118,Normal,2091
24,106,210,Female,24.03628118,Normal,2091
24,106,210,Female,24.03628118,Normal,2509
24,106,210,Female,24.03628118,Normal,2509
24,106,210,Female,24.03628118,Normal,2509
24,106,210,Female,24.03628118,Normal,2875
24,106,210,Female,24.03628118,Normal,2875
24,106,210,Female,24.03628118,Normal,2875
24,106,210,Female,24.03628118,Normal,3241
24,106,210,Female,24.03628118,Normal,3241
24,106,210,Female,24.03628118,Normal,3241
24,106,210,Female,24.03628118,Normal,3607
24,106,210,Female,24.03628118,Normal,3607
24,106,210,Female,24.03628118,Normal,3607
24,106,210,Female,24.03628118,Normal,3973
24,106,210,Female,24.03628118,Normal,3973
24,106,210,Female,24.03628118,Normal,3973
60,60,189,Male,16.79684219,Underweight,1486
60,60,189,Male,16.79684219,Underweight,1486
60,60,189,Male,16.79684219,Underweight,1486
60,60,189,Male,16.79684219,Underweight,1783
60,60,189,Male,16.79684219,Underweight,1783
60,60,189,Male,16.79684219,Underweight,1783
60,60,189,Male,16.79684219,Underweight,2043
60,60,189,Male,16.79684219,Underweight,2043
60,60,189,Male,16.79684219,Underweight,2043
60,60,189,Male,16.79684219,Underweight,2303
60,60,189,Male,16.79684219,Underweight,2303
60,60,189,Male,16.79684219,Underweight,2303
60,60,189,Male,16.79684219,Underweight,2563
60,60,189,Male,16.79684219,Underweight,2563
60,60,189,Male,16.79684219,Underweight,2563
60,60,189,Male,16.79684219,Underweight,2823
60,60,189,Male,16.79684219,Underweight,2823
60,60,189,Male,16.79684219,Underweight,2823
59,77,162,Female,29.34003963,Overweight,1326
59,77,162,Female,29.34003963,Overweight,1326
59,77,162,Female,29.34003963,Overweight,1326
59,77,162,Female,29.34003963,Overweight,1591
59,77,162,Female,29.34003963,Overweight,1591
59,77,162,Female,29.34003963,Overweight,1591
59,77,162,Female,29.34003963,Overweight,1823
59,77,162,Female,29.34003963,Overweight,1823
59,77,162,Female,29.34003963,Overweight,1823
59,77,162,Female,29.34003963,Overweight,2056
59,77,162,Female,29.34003963,Overweight,2056
59,77,162,Female,29.34003963,Overweight,2056
59,77,162,Female,29.34003963,Overweight,2288
59,77,162,Female,29.34003963,Overweight,2288
59,77,162,Female,29.34003963,Overweight,2288
59,77,162,Female,29.34003963,Overweight,2520
59,77,162,Female,29.34003963,Overweight,2520
59,77,162,Female,29.34003963,Overweight,2520
47,68,192,Male,18.44618056,Underweight,1650
47,68,192,Male,18.44618056,Underweight,1650
47,68,192,Male,18.44618056,Underweight,1650
47,68,192,Male,18.44618056,Underweight,1980
47,68,192,Male,18.44618056,Underweight,1980
47,68,192,Male,18.44618056,Underweight,1980
47,68,192,Male,18.44618056,Underweight,2268
47,68,192,Male,18.44618056,Underweight,2268
47,68,192,Male,18.44618056,Underweight,2268
47,68,192,Male,18.44618056,Underweight,2557
47,68,192,Male,18.44618056,Underweight,2557
47,68,192,Male,18.44618056,Underweight,2557
47,68,192,Male,18.44618056,Underweight,2846
47,68,192,Male,18.44618056,Underweight,2846
47,68,192,Male,18.44618056,Underweight,2846
47,68,192,Male,18.44618056,Underweight,3135
47,68,192,Male,18.44618056,Underweight,3135
47,68,192,Male,18.44618056,Underweight,3135
44,79,197,Female,20.35610297,Normal,1640
44,79,197,Female,20.35610297,Normal,1640
44,79,197,Female,20.35610297,Normal,1640
44,79,197,Female,20.35610297,Normal,1968
44,79,197,Female,20.35610297,Normal,1968
44,79,197,Female,20.35610297,Normal,1968
44,79,197,Female,20.35610297,Normal,2255
44,79,197,Female,20.35610297,Normal,2255
44,79,197,Female,20.35610297,Normal,2255
44,79,197,Female,20.35610297,Normal,2542
44,79,197,Female,20.35610297,Normal,2542
44,79,197,Female,20.35610297,Normal,2542
44,79,197,Female,20.35610297,Normal,2829
44,79,197,Female,20.35610297,Normal,2829
44,79,197,Female,20.35610297,Normal,2829
44,79,197,Female,20.35610297,Normal,3116
44,79,197,Female,20.35610297,Normal,3116
44,79,197,Female,20.35610297,Normal,3116
14,69,175,Male,22.53061224,Normal,1718
14,69,175,Male,22.53061224,Normal,1718
14,69,175,Male,22.53061224,Normal,1718
14,69,175,Male,22.53061224,Normal,2062
14,69,175,Male,22.53061224,Normal,2062
14,69,175,Male,22.53061224,Normal,2062
14,69,175,Male,22.53061224,Normal,2363
14,69,175,Male,22.53061224,Normal,2363
14,69,175,Male,22.53061224,Normal,2363
14,69,175,Male,22.53061224,Normal,2664
14,69,175,Male,22.53061224,Normal,2664
14,69,175,Male,22.53061224,Normal,2664
14,69,175,Male,22.53061224,Normal,2964
14,69,175,Male,22.53061224,Normal,2964
14,69,175,Male,22.53061224,Normal,2964
14,69,175,Male,22.53061224,Normal,3265
14,69,175,Male,22.53061224,Normal,3265
14,69,175,Male,22.53061224,Normal,3265
61,120,178,Female,37.87400581,Obeise,1846
61,120,178,Female,37.87400581,Obeise,1846
61,120,178,Female,37.87400581,Obeise,1846
61,120,178,Female,37.87400581,Obeise,2215
61,120,178,Female,37.87400581,Obeise,2215
61,120,178,Female,37.87400581,Obeise,2215
61,120,178,Female,37.87400581,Obeise,2538
61,120,178,Female,37.87400581,Obeise,2538
61,120,178,Female,37.87400581,Obeise,2538
61,120,178,Female,37.87400581,Obeise,2862
61,120,178,Female,37.87400581,Obeise,2862
61,120,178,Female,37.87400581,Obeise,2862
61,120,178,Female,37.87400581,Obeise,3185
61,120,178,Female,37.87400581,Obeise,3185
61,120,178,Female,37.87400581,Obeise,3185
61,120,178,Female,37.87400581,Obeise,3508
61,120,178,Female,37.87400581,Obeise,3508
61,120,178,Female,37.87400581,Obeise,3508
24,111,218,Male,23.35661981,Normal,2357
24,111,218,Male,23.35661981,Normal,2357
24,111,218,Male,23.35661981,Normal,2357
24,111,218,Male,23.35661981,Normal,2829
24,111,218,Male,23.35661981,Normal,2829
24,111,218,Male,23.35661981,Normal,2829
24,111,218,Male,23.35661981,Normal,3241
24,111,218,Male,23.35661981,Normal,3241
24,111,218,Male,23.35661981,Normal,3241
24,111,218,Male,23.35661981,Normal,3654
24,111,218,Male,23.35661981,Normal,3654
24,111,218,Male,23.35661981,Normal,3654
24,111,218,Male,23.35661981,Normal,4066
24,111,218,Male,23.35661981,Normal,4066
24,111,218,Male,23.35661981,Normal,4066
24,111,218,Male,23.35661981,Normal,4479
24,111,218,Male,23.35661981,Normal,4479
24,111,218,Male,23.35661981,Normal,4479
60,81,152,Female,35.05886427,Obeise,1299
60,81,152,Female,35.05886427,Obeise,1299
60,81,152,Female,35.05886427,Obeise,1299
60,81,152,Female,35.05886427,Obeise,1558
60,81,152,Female,35.05886427,Obeise,1558
60,81,152,Female,35.05886427,Obeise,1558
60,81,152,Female,35.05886427,Obeise,1786
60,81,152,Female,35.05886427,Obeise,1786
60,81,152,Female,35.05886427,Obeise,1786
60,81,152,Female,35.05886427,Obeise,2013
60,81,152,Female,35.05886427,Obeise,2013
60,81,152,Female,35.05886427,Obeise,2013
60,81,152,Female,35.05886427,Obeise,2240
60,81,152,Female,35.05886427,Obeise,2240
60,81,152,Female,35.05886427,Obeise,2240
60,81,152,Female,35.05886427,Obeise,2468
60,81,152,Female,35.05886427,Obeise,2468
60,81,152,Female,35.05886427,Obeise,2468
23,81,167,Male,29.04370899,Overweight,1743
23,81,167,Male,29.04370899,Overweight,1743
23,81,167,Male,29.04370899,Overweight,1743
23,81,167,Male,29.04370899,Overweight,2092
23,81,167,Male,29.04370899,Overweight,2092
23,81,167,Male,29.04370899,Overweight,2092
23,81,167,Male,29.04370899,Overweight,2397
23,81,167,Male,29.04370899,Overweight,2397
23,81,167,Male,29.04370899,Overweight,2397
23,81,167,Male,29.04370899,Overweight,2702
23,81,167,Male,29.04370899,Overweight,2702
23,81,167,Male,29.04370899,Overweight,2702
23,81,167,Male,29.04370899,Overweight,3007
23,81,167,Male,29.04370899,Overweight,3007
23,81,167,Male,29.04370899,Overweight,3007
23,81,167,Male,29.04370899,Overweight,3313
23,81,167,Male,29.04370899,Overweight,3313
23,81,167,Male,29.04370899,Overweight,3313
38,112,215,Female,24.22931314,Normal,2112
38,112,215,Female,24.22931314,Normal,2112
38,112,215,Female,24.22931314,Normal,2112
38,112,215,Female,24.22931314,Normal,2535
38,112,215,Female,24.22931314,Normal,2535
38,112,215,Female,24.22931314,Normal,2535
38,112,215,Female,24.22931314,Normal,2905
38,112,215,Female,24.22931314,Normal,2905
38,112,215,Female,24.22931314,Normal,2905
38,112,215,Female,24.22931314,Normal,3274
38,112,215,Female,24.22931314,Normal,3274
38,112,215,Female,24.22931314,Normal,3274
38,112,215,Female,24.22931314,Normal,3644
38,112,215,Female,24.22931314,Normal,3644
38,112,215,Female,24.22931314,Normal,3644
38,112,215,Female,24.22931314,Normal,4014
38,112,215,Female,24.22931314,Normal,4014
38,112,215,Female,24.22931314,Normal,4014
27,81,167,Male,29.04370899,Overweight,1723
27,81,167,Male,29.04370899,Overweight,1723
27,81,167,Male,29.04370899,Overweight,1723
27,81,167,Male,29.04370899,Overweight,2068
27,81,167,Male,29.04370899,Overweight,2068
27,81,167,Male,29.04370899,Overweight,2068
27,81,167,Male,29.04370899,Overweight,2370
27,81,167,Male,29.04370899,Overweight,2370
27,81,167,Male,29.04370899,Overweight,2370
27,81,167,Male,29.04370899,Overweight,2671
27,81,167,Male,29.04370899,Overweight,2671
27,81,167,Male,29.04370899,Overweight,2671
27,81,167,Male,29.04370899,Overweight,2973
27,81,167,Male,29.04370899,Overweight,2973
27,81,167,Male,29.04370899,Overweight,2973
27,81,167,Male,29.04370899,Overweight,3275
27,81,167,Male,29.04370899,Overweight,3275
27,81,167,Male,29.04370899,Overweight,3275
18,79,186,Female,22.83500983,Normal,1701
18,79,186,Female,22.83500983,Normal,1701
18,79,186,Female,22.83500983,Normal,1701
18,79,186,Female,22.83500983,Normal,2041
18,79,186,Female,22.83500983,Normal,2041
18,79,186,Female,22.83500983,Normal,2041
18,79,186,Female,22.83500983,Normal,2339
18,79,186,Female,22.83500983,Normal,2339
18,79,186,Female,22.83500983,Normal,2339
18,79,186,Female,22.83500983,Normal,2637
18,79,186,Female,22.83500983,Normal,2637
18,79,186,Female,22.83500983,Normal,2637
18,79,186,Female,22.83500983,Normal,2935
18,79,186,Female,22.83500983,Normal,2935
18,79,186,Female,22.83500983,Normal,2935
18,79,186,Female,22.83500983,Normal,3232
18,79,186,Female,22.83500983,Normal,3232
18,79,186,Female,22.83500983,Normal,3232
50,112,183,Male,33.44381737,Obeise,2018
50,112,183,Male,33.44381737,Obeise,2018
50,112,183,Male,33.44381737,Obeise,2018
50,112,183,Male,33.44381737,Obeise,2422
50,112,183,Male,33.44381737,Obeise,2422
50,112,183,Male,33.44381737,Obeise,2422
50,112,183,Male,33.44381737,Obeise,2775
50,112,183,Male,33.44381737,Obeise,2775
50,112,183,Male,33.44381737,Obeise,2775
50,112,183,Male,33.44381737,Obeise,3129
50,112,183,Male,33.44381737,Obeise,3129
50,112,183,Male,33.44381737,Obeise,3129
50,112,183,Male,33.44381737,Obeise,3482
50,112,183,Male,33.44381737,Obeise,3482
50,112,183,Male,33.44381737,Obeise,3482
50,112,183,Male,33.44381737,Obeise,3835
50,112,183,Male,33.44381737,Obeise,3835
50,112,183,Male,33.44381737,Obeise,3835
54,113,197,Female,29.11695741,Overweight,1930
54,113,197,Female,29.11695741,Overweight,1930
54,113,197,Female,29.11695741,Overweight,1930
54,113,197,Female,29.11695741,Overweight,2316
54,113,197,Female,29.11695741,Overweight,2316
54,113,197,Female,29.11695741,Overweight,2316
54,113,197,Female,29.11695741,Overweight,2654
54,113,197,Female,29.11695741,Overweight,2654
54,113,197,Female,29.11695741,Overweight,2654
54,113,197,Female,29.11695741,Overweight,2991
54,113,197,Female,29.11695741,Overweight,2991
54,113,197,Female,29.11695741,Overweight,2991
54,113,197,Female,29.11695741,Overweight,3329
54,113,197,Female,29.11695741,Overweight,3329
54,113,197,Female,29.11695741,Overweight,3329
54,113,197,Female,29.11695741,Overweight,3667
54,113,197,Female,29.11695741,Overweight,3667
54,113,197,Female,29.11695741,Overweight,3667
40,114,187,Male,32.60030313,Obeise,2113
40,114,187,Male,32.60030313,Obeise,2113
40,114,187,Male,32.60030313,Obeise,2113
40,114,187,Male,32.60030313,Obeise,2536
40,114,187,Male,32.60030313,Obeise,2536
40,114,187,Male,32.60030313,Obeise,2536
40,114,187,Male,32.60030313,Obeise,2906
40,114,187,Male,32.60030313,Obeise,2906
40,114,187,Male,32.60030313,Obeise,2906
40,114,187,Male,32.60030313,Obeise,3276
40,114,187,Male,32.60030313,Obeise,3276
40,114,187,Male,32.60030313,Obeise,3276
40,114,187,Male,32.60030313,Obeise,3646
40,114,187,Male,32.60030313,Obeise,3646
40,114,187,Male,32.60030313,Obeise,3646
40,114,187,Male,32.60030313,Obeise,4016
40,114,187,Male,32.60030313,Obeise,4016
40,114,187,Male,32.60030313,Obeise,4016
30,90,186,Female,26.01456816,Overweight,1751
30,90,186,Female,26.01456816,Overweight,1751
30,90,186,Female,26.01456816,Overweight,1751
30,90,186,Female,26.01456816,Overweight,2101
30,90,186,Female,26.01456816,Overweight,2101
30,90,186,Female,26.01456816,Overweight,2101
30,90,186,Female,26.01456816,Overweight,2408
30,90,186,Female,26.01456816,Overweight,2408
30,90,186,Female,26.01456816,Overweight,2408
30,90,186,Female,26.01456816,Overweight,2714
30,90,186,Female,26.01456816,Overweight,2714
30,90,186,Female,26.01456816,Overweight,2714
30,90,186,Female,26.01456816,Overweight,3021
30,90,186,Female,26.01456816,Overweight,3021
30,90,186,Female,26.01456816,Overweight,3021
30,90,186,Female,26.01456816,Overweight,3327
30,90,186,Female,26.01456816,Overweight,3327
30,90,186,Female,26.01456816,Overweight,3327
27,55,163,Male,20.70081674,Normal,1438
27,55,163,Male,20.70081674,Normal,1438
27,55,163,Male,20.70081674,Normal,1438
27,55,163,Male,20.70081674,Normal,1726
27,55,163,Male,20.70081674,Normal,1726
27,55,163,Male,20.70081674,Normal,1726
27,55,163,Male,20.70081674,Normal,1978
27,55,163,Male,20.70081674,Normal,1978
27,55,163,Male,20.70081674,Normal,1978
27,55,163,Male,20.70081674,Normal,2230
27,55,163,Male,20.70081674,Normal,2230
27,55,163,Male,20.70081674,Normal,2230
27,55,163,Male,20.70081674,Normal,2481
27,55,163,Male,20.70081674,Normal,2481
27,55,163,Male,20.70081674,Normal,2481
27,55,163,Male,20.70081674,Normal,2733
27,55,163,Male,20.70081674,Normal,2733
27,55,163,Male,20.70081674,Normal,2733
20,54,177,Female,17.23642631,Underweight,1385
20,54,177,Female,17.23642631,Underweight,1385
20,54,177,Female,17.23642631,Underweight,1385
20,54,177,Female,17.23642631,Underweight,1662
20,54,177,Female,17.23642631,Underweight,1662
20,54,177,Female,17.23642631,Underweight,1662
20,54,177,Female,17.23642631,Underweight,1904
20,54,177,Female,17.23642631,Underweight,1904
20,54,177,Female,17.23642631,Underweight,1904
20,54,177,Female,17.23642631,Underweight,2147
20,54,177,Female,17.23642631,Underweight,2147
20,54,177,Female,17.23642631,Underweight,2147
20,54,177,Female,17.23642631,Underweight,2389
20,54,177,Female,17.23642631,Underweight,2389
20,54,177,Female,17.23642631,Underweight,2389
20,54,177,Female,17.23642631,Underweight,2631
20,54,177,Female,17.23642631,Underweight,2631
20,54,177,Female,17.23642631,Underweight,2631
44,47,203,Male,11.40527555,Underweight,1523
44,47,203,Male,11.40527555,Underweight,1523
44,47,203,Male,11.40527555,Underweight,1523
44,47,203,Male,11.40527555,Underweight,1828
44,47,203,Male,11.40527555,Underweight,1828
44,47,203,Male,11.40527555,Underweight,1828
44,47,203,Male,11.40527555,Underweight,2095
44,47,203,Male,11.40527555,Underweight,2095
44,47,203,Male,11.40527555,Underweight,2095
44,47,203,Male,11.40527555,Underweight,2361
44,47,203,Male,11.40527555,Underweight,2361
44,47,203,Male,11.40527555,Underweight,2361
44,47,203,Male,11.40527555,Underweight,2628
44,47,203,Male,11.40527555,Underweight,2628
44,47,203,Male,11.40527555,Underweight,2628
44,47,203,Male,11.40527555,Underweight,2895
44,47,203,Male,11.40527555,Underweight,2895
44,47,203,Male,11.40527555,Underweight,2895
41,98,204,Female,23.54863514,Normal,1889
41,98,204,Female,23.54863514,Normal,1889
41,98,204,Female,23.54863514,Normal,1889
41,98,204,Female,23.54863514,Normal,2266
41,98,204,Female,23.54863514,Normal,2266
41,98,204,Female,23.54863514,Normal,2266
41,98,204,Female,23.54863514,Normal,2597
41,98,204,Female,23.54863514,Normal,2597
41,98,204,Female,23.54863514,Normal,2597
41,98,204,Female,23.54863514,Normal,2927
41,98,204,Female,23.54863514,Normal,2927
41,98,204,Female,23.54863514,Normal,2927
41,98,204,Female,23.54863514,Normal,3258
41,98,204,Female,23.54863514,Normal,3258
41,98,204,Female,23.54863514,Normal,3258
41,98,204,Female,23.54863514,Normal,3589
41,98,204,Female,23.54863514,Normal,3589
41,98,204,Female,23.54863514,Normal,3589
39,94,163,Male,35.3795777,Obeise,1768
39,94,163,Male,35.3795777,Obeise,1768
39,94,163,Male,35.3795777,Obeise,1768
39,94,163,Male,35.3795777,Obeise,2122
39,94,163,Male,35.3795777,Obeise,2122
39,94,163,Male,35.3795777,Obeise,2122
39,94,163,Male,35.3795777,Obeise,2432
39,94,163,Male,35.3795777,Obeise,2432
39,94,163,Male,35.3795777,Obeise,2432
39,94,163,Male,35.3795777,Obeise,2741
39,94,163,Male,35.3795777,Obeise,2741
39,94,163,Male,35.3795777,Obeise,2741
39,94,163,Male,35.3795777,Obeise,3051
39,94,163,Male,35.3795777,Obeise,3051
39,94,163,Male,35.3795777,Obeise,3051
39,94,163,Male,35.3795777,Obeise,3360
39,94,163,Male,35.3795777,Obeise,3360
39,94,163,Male,35.3795777,Obeise,3360
14,76,186,Female,21.96785756,Normal,1691
14,76,186,Female,21.96785756,Normal,1691
14,76,186,Female,21.96785756,Normal,1691
14,76,186,Female,21.96785756,Normal,2029
14,76,186,Female,21.96785756,Normal,2029
14,76,186,Female,21.96785756,Normal,2029
14,76,186,Female,21.96785756,Normal,2325
14,76,186,Female,21.96785756,Normal,2325
14,76,186,Female,21.96785756,Normal,2325
14,76,186,Female,21.96785756,Normal,2621
14,76,186,Female,21.96785756,Normal,2621
14,76,186,Female,21.96785756,Normal,2621
14,76,186,Female,21.96785756,Normal,2917
14,76,186,Female,21.96785756,Normal,2917
14,76,186,Female,21.96785756,Normal,2917
14,76,186,Female,21.96785756,Normal,3213
14,76,186,Female,21.96785756,Normal,3213
14,76,186,Female,21.96785756,Normal,3213
45,71,189,Male,19.87626326,Normal,1671
45,71,189,Male,19.87626326,Normal,1671
45,71,189,Male,19.87626326,Normal,1671
45,71,189,Male,19.87626326,Normal,2005
45,71,189,Male,19.87626326,Normal,2005
45,71,189,Male,19.87626326,Normal,2005
45,71,189,Male,19.87626326,Normal,2297
45,71,189,Male,19.87626326,Normal,2297
45,71,189,Male,19.87626326,Normal,2297
